# Karelian Proper: New written karelian
Kalevala	Kalevalojelta	PROPN;AT+ABL;PL
Kalevala	Kalevalojetta	PROPN;PRIV ;PL
Kalevala	Kalevaloineh	PROPN;COM;SG
Kalevala	Kalevaloineh	PROPN;COM;PL
Kariela	Kariela	PROPN;NOM;SG
Kariela	Kariela	PROPN;ACC;SG
Karjala	Karjalan	PROPN;GEN;SG
Karjala	Karjalan	PROPN;ACC;SG
Karjala	Karjalua	PROPN;PRT;SG
Karjala	Karjala	PROPN;NOM;SG
Karjala	Karjala	PROPN;ACC;SG
Karjala	Karjalanke	PROPN;COM;SG
Karjala	Karjalana	PROPN;FRML;SG
Karjala	Karjalakši	PROPN;TRANS;SG
Karjala	Karjalašša	PROPN;IN+ESS;SG
Karjala	Karjalašta	PROPN;IN+ABL;SG
Karjala	Karjalah	PROPN;IN+ALL;SG
Karjala	Karjalalla	PROPN;AT+ESS+ALL;SG
Karjala	Karjalalda	PROPN;AT+ABL;SG
Karjala	Karjalatta	PROPN;PRIV ;SG
Karjala	Karjalačči	PROPN;PROL;SG
Karjalan	Karjalan	PROPN;NOM;SG
Karjalan	Karjalan	PROPN;ACC;SG
Kemi	Kemi	PROPN;NOM;SG
Kemi	Kemi	PROPN;ACC;SG
Kemi	Kemistä	PROPN;IN+ABL;SG
Kiestinki	Kiestinki	PROPN;NOM;SG
Kiestinki	Kiestinki	PROPN;ACC;SG
Kiestinki	Kiestinkin	PROPN;GEN;SG
Kiestinki	Kiestinkin	PROPN;ACC;SG
Kiestinki	Kiestinkie	PROPN;PRT;SG
Kiestinki	Kiestinkinä	PROPN;IN+ABL;SG
Kiestinki	Kiestinkinä	PROPN;FRML;SG
Kiestinki	Kiestinkiksi	PROPN;TRANS;SG
Kiestinki	Kiestinkittä	PROPN;PRIV ;SG
Kiestinki	Kiestinkissä	PROPN;IN+ESS;SG
Kiestinki	Kiestinkillä	PROPN;AT+ESS+ALL;SG
Kiestinki	Kiestinkih	PROPN;IN+ALL;SG
Kiestinki	Kiestinkiltä	PROPN;AT+ABL;SG
Mosku	Moskušša	PROPN;IN+ESS;SG
Mosku	Mosku	PROPN;NOM;SG
Mosku	Mosku	PROPN;ACC;SG
Mosku	Moskun	PROPN;GEN;SG
Mosku	Moskun	PROPN;ACC;SG
Mosku	Moskuo	PROPN;PRT;SG
Mosku	Moskuna	PROPN;FRML;SG
Mosku	Moskukši	PROPN;TRANS;SG
Mosku	Moskušta	PROPN;IN+ABL;SG
Mosku	Moskuh	PROPN;IN+ALL;SG
Mosku	Moskulla	PROPN;AT+ESS+ALL;SG
Mosku	Moskutta	PROPN;PRIV ;SG
Mosku	Moskulta	PROPN;AT+ABL;SG
Venehjärvi	Venehjärvi	PROPN;NOM;SG
Venehjärvi	Venehjärvi	PROPN;ACC;SG
Venehjärvi	Venehjärvie	PROPN;PRT;SG
Venehjärvi	Venehjärvenä	PROPN;FRML;SG
Venehjärvi	Venehjärveh	PROPN;IN+ALL;SG
Venehjärvi	Venehjärvineh	PROPN;COM;SG
Venehjärvi	Venehjärven	PROPN;GEN;SG
Venehjärvi	Venehjärven	PROPN;ACC;SG
Venehjärvi	Venehjärvekši	PROPN;TRANS;SG
Venehjärvi	Venehjärvettä	PROPN;PRIV ;SG
Venehjärvi	Venehjärveššä	PROPN;IN+ESS;SG
Venehjärvi	Venehjärveštä	PROPN;IN+ABL;SG
Venehjärvi	Venehjärvellä	PROPN;AT+ESS+ALL;SG
Venehjärvi	Venehjärveltä	PROPN;AT+ABL;SG
Venäjä	Venäjä	PROPN;NOM;SG
Venäjä	Venäjä	PROPN;ACC;SG
Venäjä	Venäjän	PROPN;GEN;SG
Venäjä	Venäjän	PROPN;ACC;SG
Venäjä	Venäjyä	PROPN;PRT;SG
Venäjä	Venäjäkši	PROPN;TRANS;SG
Venäjä	Venäjättä	PROPN;PRIV ;SG
Venäjä	Venäjältä	PROPN;AT+ABL;SG
Venäjä	Venäjäh	PROPN;IN+ALL;SG
Venäjä	Venäjällä	PROPN;AT+ESS+ALL;SG
Venäjä	Venäjänä	PROPN;FRML;SG
Venäjä	Venäjäššä	PROPN;IN+ESS;SG
Venäjä	Venäjäštä	PROPN;IN+ABL;SG
Vologda	Vologdan	PROPN;GEN;SG
aapini	aapisen	N;GEN;SG
aapini	aapisen	N;ACC;SG
aapini	aapista	N;PRT;SG
aapini	aapini	N;NOM;SG
aapini	aapini	N;ACC;SG
aapini	aapisekši	N;TRANS;SG
aapini	aapiset	N;NOM;PL
aapini	aapiset	N;ACC;PL
aapini	aapisešša	N;IN+ESS;SG
aapini	aapisešta	N;IN+ABL;SG
aapini	aapisella	N;AT+ESS+ALL;SG
aapini	aapiselta	N;AT+ABL;SG
aapini	aapisetta	N;PRIV ;SG
aapini	aapisena	N;FRML;SG
aapini	aapiseh	N;IN+ALL;SG
aapini	aapisineh	N;COM;SG
aapini	aapisineh	N;COM;PL
aapini	aapisien	N;GEN;PL
aapini	aapisie	N;PRT;PL
aapini	aapisina	N;FRML;PL
aapini	aapisiksi	N;TRANS;PL
aapini	aapisissa	N;IN+ESS;PL
aapini	aapisista	N;IN+ABL;PL
aapini	aapisih	N;IN+ALL;PL
aapini	aapisilla	N;AT+ESS+ALL;PL
aapini	aapisilta	N;AT+ABL;PL
aapini	aapisitta	N;PRIV ;PL
aapini	aapisin	N;INS;PL
aasijalaini	aasijalaini	N;NOM;SG
aasijalaini	aasijalaini	N;ACC;SG
aasijalaini	aasijalaisen	N;GEN;SG
aasijalaini	aasijalaisen	N;ACC;SG
aasijalaini	aasijalaista	N;PRT;SG
aasijalaini	aasijalaisena	N;FRML;SG
aasijalaini	aasijalaisekši	N;TRANS;SG
aasijalaini	aasijalaisešša	N;IN+ESS;SG
aasijalaini	aasijalaisešta	N;IN+ABL;SG
aasijalaini	aasijalaiseh	N;IN+ALL;SG
aasijalaini	aasijalaisella	N;AT+ESS+ALL;SG
aasijalaini	aasijalaiselta	N;AT+ABL;SG
aasijalaini	aasijalaisetta	N;PRIV ;SG
aasijalaini	aasijalaisineh	N;COM;SG
aasijalaini	aasijalaisineh	N;COM;PL
aasijalaini	aasijalaiset	N;NOM;PL
aasijalaini	aasijalaiset	N;ACC;PL
aasijalaini	aasijalaisien	N;GEN;PL
aasijalaini	aasijalaisie	N;PRT;PL
aasijalaini	aasijalaisina	N;FRML;PL
aasijalaini	aasijalaisiksi	N;TRANS;PL
aasijalaini	aasijalaisissa	N;IN+ESS;PL
aasijalaini	aasijalaisista	N;IN+ABL;PL
aasijalaini	aasijalaisih	N;IN+ALL;PL
aasijalaini	aasijalaisilla	N;AT+ESS+ALL;PL
aasijalaini	aasijalaisilta	N;AT+ABL;PL
aasijalaini	aasijalaisitta	N;PRIV ;PL
aasijalaini	aasijalaisin	N;INS;PL
aasijalaini	aasijalaini	ADJ;NOM;SG
aasijalaini	aasijalaini	ADJ;ACC;SG
aasijalaini	aasijalaisen	ADJ;GEN;SG
aasijalaini	aasijalaisen	ADJ;ACC;SG
aasijalaini	aasijalaista	ADJ;PRT;SG
aasijalaini	aasijalaisena	ADJ;FRML;SG
aasijalaini	aasijalaisekši	ADJ;TRANS;SG
aasijalaini	aasijalaisešša	ADJ;IN+ESS;SG
aasijalaini	aasijalaisešta	ADJ;IN+ABL;SG
aasijalaini	aasijalaiseh	ADJ;IN+ALL;SG
aasijalaini	aasijalaisella	ADJ;AT+ESS+ALL;SG
aasijalaini	aasijalaiselta	ADJ;AT+ABL;SG
aasijalaini	aasijalaisetta	ADJ;PRIV ;SG
aasijalaini	aasijalaisineh	ADJ;COM;SG
aasijalaini	aasijalaisineh	ADJ;COM;PL
aasijalaini	aasijalaiset	ADJ;NOM;PL
aasijalaini	aasijalaiset	ADJ;ACC;PL
aasijalaini	aasijalaisien	ADJ;GEN;PL
aasijalaini	aasijalaisie	ADJ;PRT;PL
aasijalaini	aasijalaisina	ADJ;FRML;PL
aasijalaini	aasijalaisiksi	ADJ;TRANS;PL
aasijalaini	aasijalaisissa	ADJ;IN+ESS;PL
aasijalaini	aasijalaisista	ADJ;IN+ABL;PL
aasijalaini	aasijalaisih	ADJ;IN+ALL;PL
aasijalaini	aasijalaisilla	ADJ;AT+ESS+ALL;PL
aasijalaini	aasijalaisilta	ADJ;AT+ABL;PL
aasijalaini	aasijalaisitta	ADJ;PRIV ;PL
aasijalaini	aasijalaisin	ADJ;INS;PL
abessiivi	abessiivi	DET;NOM;SG
abessiivi	abessiivi	DET;ACC;SG
ablatiivi	ablatiivi	DET;NOM;SG
ablatiivi	ablatiivi	DET;ACC;SG
abortti	abortti	N;NOM;SG
abortti	abortti	N;ACC;SG
adessiivi-allatiivi	adessiivi-allatiivi	DET;NOM;SG
adessiivi-allatiivi	adessiivi-allatiivi	DET;ACC;SG
afrikkalaini	afrikkalaini	N;NOM;SG
afrikkalaini	afrikkalaini	N;ACC;SG
afrikkalaini	afrikkalaisen	N;GEN;SG
afrikkalaini	afrikkalaisen	N;ACC;SG
afrikkalaini	afrikkalaista	N;PRT;SG
afrikkalaini	afrikkalaisena	N;FRML;SG
afrikkalaini	afrikkalaisekši	N;TRANS;SG
afrikkalaini	afrikkalaisešša	N;IN+ESS;SG
afrikkalaini	afrikkalaisešta	N;IN+ABL;SG
afrikkalaini	afrikkalaiseh	N;IN+ALL;SG
afrikkalaini	afrikkalaisella	N;AT+ESS+ALL;SG
afrikkalaini	afrikkalaiselta	N;AT+ABL;SG
afrikkalaini	afrikkalaisetta	N;PRIV ;SG
afrikkalaini	afrikkalaisineh	N;COM;SG
afrikkalaini	afrikkalaisineh	N;COM;PL
afrikkalaini	afrikkalaiset	N;NOM;PL
afrikkalaini	afrikkalaiset	N;ACC;PL
afrikkalaini	afrikkalaisien	N;GEN;PL
afrikkalaini	afrikkalaisie	N;PRT;PL
afrikkalaini	afrikkalaisina	N;FRML;PL
afrikkalaini	afrikkalaisiksi	N;TRANS;PL
afrikkalaini	afrikkalaisissa	N;IN+ESS;PL
afrikkalaini	afrikkalaisista	N;IN+ABL;PL
afrikkalaini	afrikkalaisih	N;IN+ALL;PL
afrikkalaini	afrikkalaisilla	N;AT+ESS+ALL;PL
afrikkalaini	afrikkalaisilta	N;AT+ABL;PL
afrikkalaini	afrikkalaisitta	N;PRIV ;PL
afrikkalaini	afrikkalaisin	N;INS;PL
afrikkalaini	afrikkalaini	ADJ;NOM;SG
afrikkalaini	afrikkalaini	ADJ;ACC;SG
afrikkalaini	afrikkalaisen	ADJ;GEN;SG
afrikkalaini	afrikkalaisen	ADJ;ACC;SG
afrikkalaini	afrikkalaista	ADJ;PRT;SG
afrikkalaini	afrikkalaisena	ADJ;FRML;SG
afrikkalaini	afrikkalaisekši	ADJ;TRANS;SG
afrikkalaini	afrikkalaisešša	ADJ;IN+ESS;SG
afrikkalaini	afrikkalaisešta	ADJ;IN+ABL;SG
afrikkalaini	afrikkalaiseh	ADJ;IN+ALL;SG
afrikkalaini	afrikkalaisella	ADJ;AT+ESS+ALL;SG
afrikkalaini	afrikkalaiselta	ADJ;AT+ABL;SG
afrikkalaini	afrikkalaisetta	ADJ;PRIV ;SG
afrikkalaini	afrikkalaisineh	ADJ;COM;SG
afrikkalaini	afrikkalaisineh	ADJ;COM;PL
afrikkalaini	afrikkalaiset	ADJ;NOM;PL
afrikkalaini	afrikkalaiset	ADJ;ACC;PL
afrikkalaini	afrikkalaisien	ADJ;GEN;PL
afrikkalaini	afrikkalaisie	ADJ;PRT;PL
afrikkalaini	afrikkalaisina	ADJ;FRML;PL
afrikkalaini	afrikkalaisiksi	ADJ;TRANS;PL
afrikkalaini	afrikkalaisissa	ADJ;IN+ESS;PL
afrikkalaini	afrikkalaisista	ADJ;IN+ABL;PL
afrikkalaini	afrikkalaisih	ADJ;IN+ALL;PL
afrikkalaini	afrikkalaisilla	ADJ;AT+ESS+ALL;PL
afrikkalaini	afrikkalaisilta	ADJ;AT+ABL;PL
afrikkalaini	afrikkalaisitta	ADJ;PRIV ;PL
afrikkalaini	afrikkalaisin	ADJ;INS;PL
agja	agja	N;NOM;SG
agja	agja	N;ACC;SG
ahahtua	ahahtua	V;NFIN
ahanta	ahanta	N;NOM;SG
ahanta	ahanta	N;ACC;SG
ahanta	ahannan	N;GEN;SG
ahanta	ahannan	N;ACC;SG
ahanta	ahantua	N;PRT;SG
ahanta	ahantana	N;FRML;SG
ahanta	ahannakši	N;TRANS;SG
ahanta	ahannašša	N;IN+ESS;SG
ahanta	ahannašta	N;IN+ABL;SG
ahanta	ahantah	N;IN+ALL;SG
ahanta	ahannalla	N;AT+ESS+ALL;SG
ahanta	ahannalta	N;AT+ABL;SG
ahanta	ahannatta	N;PRIV ;SG
ahanta	ahantoineh	N;COM;SG
ahanta	ahantoineh	N;COM;PL
ahanta	ahannat	N;NOM;PL
ahanta	ahannat	N;ACC;PL
ahanta	ahantojen	N;GEN;PL
ahanta	ahantojen	N;INS;PL
ahanta	ahantoja	N;PRT;PL
ahanta	ahantoina	N;FRML;PL
ahanta	ahannoiksi	N;TRANS;PL
ahanta	ahannoissa	N;IN+ESS;PL
ahanta	ahannoista	N;IN+ABL;PL
ahanta	ahantoih	N;IN+ALL;PL
ahanta	ahannoilla	N;AT+ESS+ALL;PL
ahanta	ahannoilta	N;AT+ABL;PL
ahanta	ahannoitta	N;PRIV ;PL
ahanta	ahannoin	N;INS;PL
ahanta	ahantojeksi	N;TRANS;PL
ahata	ahata	V;NFIN
ahava	ahavan	N;GEN;SG
ahava	ahavan	N;ACC;SG
ahava	ahavua	N;PRT;SG
ahava	ahavah	N;IN+ALL;SG
ahava	ahavat	N;NOM;PL
ahava	ahavat	N;ACC;PL
ahava	ahavien	N;GEN;PL
ahava	ahavien	N;INS;PL
ahava	ahavih	N;IN+ALL;PL
ahava	ahavin	N;INS;PL
ahava	ahava	N;NOM;SG
ahava	ahava	N;ACC;SG
ahava	ahavana	N;FRML;SG
ahava	ahavakši	N;TRANS;SG
ahava	ahavašša	N;IN+ESS;SG
ahava	ahavašta	N;IN+ABL;SG
ahava	ahavalla	N;AT+ESS+ALL;SG
ahava	ahavalta	N;AT+ABL;SG
ahava	ahavatta	N;PRIV ;SG
ahava	ahavineh	N;COM;SG
ahava	ahavineh	N;COM;PL
ahava	ahavina	N;FRML;PL
ahava	ahaviksi	N;TRANS;PL
ahava	ahavissa	N;IN+ESS;PL
ahava	ahavista	N;IN+ABL;PL
ahava	ahavilla	N;AT+ESS+ALL;PL
ahava	ahavilta	N;AT+ABL;PL
ahava	ahavitta	N;PRIV ;PL
ahava	ahavie	N;PRT;PL
ahava	ahavieksi	N;TRANS;PL
ahava	Ahava	N;NOM;SG
ahava	Ahava	N;ACC;SG
ahavaini	ahavaini	N;NOM;SG
ahavaini	ahavaini	N;ACC;SG
ahavaini	ahavaisen	N;GEN;SG
ahavaini	ahavaisen	N;ACC;SG
ahavaini	ahavaista	N;PRT;SG
ahavaini	ahavaisena	N;FRML;SG
ahavaini	ahavaisekši	N;TRANS;SG
ahavaini	ahavaisešša	N;IN+ESS;SG
ahavaini	ahavaisešta	N;IN+ABL;SG
ahavaini	ahavaiseh	N;IN+ALL;SG
ahavaini	ahavaisella	N;AT+ESS+ALL;SG
ahavaini	ahavaiselta	N;AT+ABL;SG
ahavaini	ahavaisetta	N;PRIV ;SG
ahavaini	ahavaisineh	N;COM;SG
ahavaini	ahavaisineh	N;COM;PL
ahavaini	ahavaiset	N;NOM;PL
ahavaini	ahavaiset	N;ACC;PL
ahavaini	ahavaisien	N;GEN;PL
ahavaini	ahavaisie	N;PRT;PL
ahavaini	ahavaisina	N;FRML;PL
ahavaini	ahavaisiksi	N;TRANS;PL
ahavaini	ahavaisissa	N;IN+ESS;PL
ahavaini	ahavaisista	N;IN+ABL;PL
ahavaini	ahavaisih	N;IN+ALL;PL
ahavaini	ahavaisilla	N;AT+ESS+ALL;PL
ahavaini	ahavaisilta	N;AT+ABL;PL
ahavaini	ahavaisitta	N;PRIV ;PL
ahavaini	ahavaisin	N;INS;PL
ahavoija	ahavoičen	V;PRS;IND;POS;1;SG
ahavoija	ahavoiččou	V;PRS;IND;POS;3;SG
ahavoija	ahavoijah	V;PRS;IND;POS;3;PL
ahavoija	ahavoija	V;NFIN
ahavoija	ahavoičet	V;PRS;IND;POS;2;SG
ahavoija	ahavoičemma	V;PRS;IND;POS;1;PL
ahavoija	ahavoičetta	V;PRS;IND;POS;2;PL
ahavoija	en ahavoiče	V;PRS;IND;NEG;1;SG
ahavoija	et ahavoiče	V;PRS;IND;NEG;2;SG
ahavoija	ei ahavoiče	V;PRS;IND;NEG;3;SG
ahavoija	emmä ahavoiče	V;PRS;IND;NEG;1;PL
ahavoija	että ahavoiče	V;PRS;IND;NEG;2;PL
ahavoija	ei ahavoija	V;PRS;IND;NEG;3;PL
ahavoija	ahavoičin	V;PST;IPFV;IND;POS;1;SG
ahavoija	ahavoičit	V;PST;IPFV;IND;POS;2;SG
ahavoija	ahavoičči	V;PST;IPFV;IND;POS;3;SG
ahavoija	ahavoiččima	V;PST;IPFV;IND;POS;1;PL
ahavoija	ahavoiččija	V;PST;IPFV;IND;POS;2;PL
ahavoija	ahavoiččija	V.PTCP;PRS;ACT
ahavoija	en ahavoinun	V;PST;IPFV;IND;NEG;1;SG
ahavoija	et ahavoinun	V;PST;IPFV;IND;NEG;2;SG
ahavoija	ei ahavoinun	V;PST;IPFV;IND;NEG;3;SG
ahavoija	emmä ahavoinun	V;PST;IPFV;IND;NEG;1;PL
ahavoija	että ahavoinun	V;PST;IPFV;IND;NEG;2;PL
ahavoija	olen ahavoinun	V;PRS;PRF;IND;POS;1;SG
ahavoija	olet ahavoinun	V;PRS;PRF;IND;POS;2;SG
ahavoija	on ahavoinun	V;PRS;PRF;IND;POS;3;SG
ahavoija	olemma ahavoinun	V;PRS;PRF;IND;POS;1;PL
ahavoija	oletta ahavoinun	V;PRS;PRF;IND;POS;2;PL
ahavoija	en ole ahavoinun	V;PRS;PRF;IND;NEG;1;SG
ahavoija	et ole ahavoinun	V;PRS;PRF;IND;NEG;2;SG
ahavoija	ei ole ahavoinun	V;PRS;PRF;IND;NEG;3;SG
ahavoija	emmä ole ahavoinun	V;PRS;PRF;IND;NEG;1;PL
ahavoija	että ole ahavoinun	V;PRS;PRF;IND;NEG;2;PL
ahavoija	olin ahavoinun	V;PST;PRF;IND;POS;1;SG
ahavoija	olit ahavoinun	V;PST;PRF;IND;POS;2;SG
ahavoija	oli ahavoinun	V;PST;PRF;IND;POS;3;SG
ahavoija	olima ahavoinun	V;PST;PRF;IND;POS;1;PL
ahavoija	olija ahavoinun	V;PST;PRF;IND;POS;2;PL
ahavoija	en ollun ahavoinun	V;PST;PRF;IND;NEG;1;SG
ahavoija	et ollun ahavoinun	V;PST;PRF;IND;NEG;2;SG
ahavoija	ei ollun ahavoinun	V;PST;PRF;IND;NEG;3;SG
ahavoija	emmä ollun ahavoinun	V;PST;PRF;IND;NEG;1;PL
ahavoija	että ollun ahavoinun	V;PST;PRF;IND;NEG;2;PL
ahavoija	ahavoiče	V;IMP;POS;2;SG
ahavoija	elä ahavoiče	V;IMP;NEG;2;SG
ahavoija	lienen ahavoinun	V;PRS;PRF;POT;POS;1;SG
ahavoija	lienet ahavoinun	V;PRS;PRF;POT;POS;2;SG
ahavoija	lienöy ahavoinun	V;PRS;PRF;POT;POS;3;SG
ahavoija	lienemmä ahavoinun	V;PRS;PRF;POT;POS;1;PL
ahavoija	lienettä ahavoinun	V;PRS;PRF;POT;POS;2;PL
ahavoija	en liene ahavoinun	V;PRS;PRF;POT;NEG;1;SG
ahavoija	et liene ahavoinun	V;PRS;PRF;POT;NEG;2;SG
ahavoija	ei liene ahavoinun	V;PRS;PRF;POT;NEG;3;SG
ahavoija	emmä liene ahavoinun	V;PRS;PRF;POT;NEG;1;PL
ahavoija	että liene ahavoinun	V;PRS;PRF;POT;NEG;2;PL
ahavoija	ahavoinun	V.PTCP;PST;ACT;PRS;PRF
ahavoija	ahavoiččis	V;PST;IPFV;COND;POS;3;SG
ahavoija	en ahavoiččis	V;PST;IPFV;COND;NEG;1;SG
ahavoija	et ahavoiččis	V;PST;IPFV;COND;NEG;2;SG
ahavoija	ei ahavoiččis	V;PST;IPFV;COND;NEG;3;SG
ahavoija	ahavoitu	V.PTCP;PST;PASS
ahavoija	ei ahavoitu	V;PST;IPFV;IND;NEG;3;PL
ahavoija	ahavoitih	V;PST;IPFV;IND;POS;3;PL
ahavoija	on ahavoitu	V;PRS;PRF;IND;POS;3;PL
ahavoija	ei ole ahavoitu	V;PRS;PRF;IND;NEG;3;PL
ahavoija	oli ahavoitu	V;PST;PRF;IND;POS;3;PL
ahavoija	ei oltu ahavoitu	V;PST;PRF;IND;NEG;3;PL
ahavoija	ahavoikah	V;IMP;POS;3;SG
ahavoija	ahavoikah	V;IMP;POS;3;PL
ahavoija	ahavoika	V;IMP;POS;1;PL
ahavoija	ahavoikua	V;IMP;POS;2;PL
ahavoija	elkäh ahavoikah	V;IMP;NEG;3;SG
ahavoija	elkäh ahavoikah	V;IMP;NEG;3;PL
ahavoija	elkä ahavoika	V;IMP;NEG;1;PL
ahavoija	elkyä ahavoikua	V;IMP;NEG;2;PL
ahavoija	ahavoiččisin	V;PST;IPFV;COND;POS;1;SG
ahavoija	ahavoiččisit	V;PST;IPFV;COND;POS;2;SG
ahavoija	ahavoiččisima	V;PST;IPFV;COND;POS;1;PL
ahavoija	ahavoiččisija	V;PST;IPFV;COND;POS;2;PL
ahavoija	ahavoitais	V;PST;IPFV;COND;POS;3;PL
ahavoija	emmä ahavoiččis	V;PST;IPFV;COND;NEG;1;PL
ahavoija	että ahavoiččis	V;PST;IPFV;COND;NEG;2;PL
ahavoija	ei ahavoitais	V;PST;IPFV;COND;NEG;3;PL
ahavoija	olisin ahavoinun	V;PST;PRF;COND;POS;1;SG
ahavoija	olisit ahavoinun	V;PST;PRF;COND;POS;2;SG
ahavoija	olis ahavoinun	V;PST;PRF;COND;POS;3;SG
ahavoija	olisima ahavoinun	V;PST;PRF;COND;POS;1;PL
ahavoija	olisija ahavoinun	V;PST;PRF;COND;POS;2;PL
ahavoija	olis ahavoitu	V;PST;PRF;COND;POS;3;PL
ahavoija	en olis ahavoinun	V;PST;PRF;COND;NEG;1;SG
ahavoija	et olis ahavoinun	V;PST;PRF;COND;NEG;2;SG
ahavoija	ei olis ahavoinun	V;PST;PRF;COND;NEG;3;SG
ahavoija	emmä olis ahavoinun	V;PST;PRF;COND;NEG;1;PL
ahavoija	että olis ahavoinun	V;PST;PRF;COND;NEG;2;PL
ahavoija	ei olis ahavoitu	V;PST;PRF;COND;NEG;3;PL
ahavoija	ahavoinen	V;PRS;POT;POS;1;SG
ahavoija	ahavoinet	V;PRS;POT;POS;2;SG
ahavoija	ahavoinou	V;PRS;POT;POS;3;SG
ahavoija	ahavoinemma	V;PRS;POT;POS;1;PL
ahavoija	ahavoinetta	V;PRS;POT;POS;2;PL
ahavoija	ahavoitaneh	V;PRS;POT;POS;3;PL
ahavoija	en ahavoine	V;PRS;POT;NEG;1;SG
ahavoija	et ahavoine	V;PRS;POT;NEG;2;SG
ahavoija	ei ahavoine	V;PRS;POT;NEG;3;SG
ahavoija	emmä ahavoine	V;PRS;POT;NEG;1;PL
ahavoija	että ahavoine	V;PRS;POT;NEG;2;PL
ahavoija	ei ahavoitane	V;PRS;POT;NEG;3;PL
ahavoija	lienöy ahavoitu	V;PRS;PRF;POT;POS;3;PL
ahavoija	ei liene ahavoitu	V;PRS;PRF;POT;NEG;3;PL
ahavoija	ahavoinut	V.PTCP;PST;ACT
ahavoija	ahavoitava	V.PTCP;PRS;PASS
